seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
NZ_AP025769	119425	No terminal repeats	NA	143	11	0.9698	NA	19	101.3021	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP063155	96139	No terminal repeats	NA	110	11	0.9698	NA	5	72.2691	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP033626	22859	DTR	NA	37	11	0.9698	NA	4	27.8019	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP074704	95167	No terminal repeats	NA	116	11	0.9698	NA	5	84.5561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP034552	15128	No terminal repeats	NA	25	11	0.9698	NA	1	22.7981	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Kalamavirales;Tectiviridae
NZ_CP072972	116629	No terminal repeats	NA	138	11	0.9698	NA	15	99.1442	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP084243	113167	No terminal repeats	NA	120	11	0.9698	NA	14	96.2103	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP017724	106449	No terminal repeats	NA	132	11	0.9698	NA	16	108.3321	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP011544	42805	No terminal repeats	NA	53	11	0.9698	NA	6	50.5239	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP021962|provirus_110161_132216	22056	Provirus	110161-132216	21	11	0.9698	NA	3	14.9191	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP044034	114663	No terminal repeats	NA	121	11	0.9698	NA	14	89.5015	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LR890336	98796	No terminal repeats	NA	109	11	0.9698	NA	4	71.512	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_013370	97897	No terminal repeats	NA	118	11	0.9698	NA	5	70.4092	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP022733	96658	No terminal repeats	NA	111	11	0.9698	NA	5	70.0751	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP027045	108879	No terminal repeats	NA	121	11	0.9697	NA	15	95.6388	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LR134281	21600	No terminal repeats	NA	31	11	0.9697	NA	13	34.8536	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029540	54370	No terminal repeats	NA	91	11	0.9697	NA	12	55.504	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP056401|provirus_38326_118982	80657	Provirus	38326-118982	97	11	0.9697	NA	14	78.6385	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP066033	97453	No terminal repeats	NA	117	11	0.9697	NA	6	80.4251	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP032492	90686	No terminal repeats	NA	112	11	0.9697	NA	4	79.0894	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP042358|provirus_384109_419469	35361	Provirus	384109-419469	40	11	0.9697	NA	20	38.489	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP101792	111595	No terminal repeats	NA	133	11	0.9697	NA	16	97.2882	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP061757	112745	No terminal repeats	NA	122	11	0.9697	NA	18	97.8356	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP104349	50025	No terminal repeats	NA	81	11	0.9697	NA	10	91.7305	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP004871	46634	No terminal repeats	NA	70	11	0.9697	NA	11	67.6318	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP010173	94395	No terminal repeats	NA	110	11	0.9697	NA	5	73.4226	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP116406	109717	No terminal repeats	NA	124	11	0.9696	NA	18	100.74	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP086473	89996	No terminal repeats	NA	113	11	0.9696	NA	5	80.8896	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP032086	94204	No terminal repeats	NA	144	11	0.9696	NA	39	122.7009	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP095120	40955	No terminal repeats	NA	49	11	0.9696	NA	9	40.0033	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP041417|provirus_2_12114	12113	Provirus	2-12114	14	11	0.9696	NA	7	17.2538	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP021897	112496	No terminal repeats	NA	136	11	0.9696	NA	18	92.9289	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP046272	114701	No terminal repeats	NA	135	11	0.9696	NA	16	97.4059	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP103469	96268	No terminal repeats	NA	117	11	0.9696	NA	5	79.9016	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP040026	109938	No terminal repeats	NA	118	11	0.9696	NA	15	90.445	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP075911	37095	No terminal repeats	NA	50	11	0.9696	NA	4	27.9861	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP025779	112494	No terminal repeats	NA	136	11	0.9696	NA	18	97.737	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP095117	40957	No terminal repeats	NA	49	11	0.9695	NA	9	40.0033	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP084826	109041	No terminal repeats	NA	113	11	0.9695	NA	15	83.4179	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP089018	110431	No terminal repeats	NA	121	11	0.9695	NA	16	93.5539	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP037808	38187	No terminal repeats	NA	61	11	0.9695	NA	11	66.8296	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP104765|provirus_849312_892318	43007	Provirus	849312-892318	58	11	0.9695	NA	9	64.3578	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP117670	109354	No terminal repeats	NA	128	11	0.9695	NA	17	117.2667	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LR890538	97184	No terminal repeats	NA	110	11	0.9695	NA	6	72.4502	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP084164|provirus_232770_274748	41979	Provirus	232770-274748	60	11	0.9695	NA	15	52.973	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP061745	106755	No terminal repeats	NA	121	11	0.9695	NA	16	88.6637	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP091592	109567	No terminal repeats	NA	119	11	0.9695	NA	16	96.0302	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP080358	111238	No terminal repeats	NA	118	11	0.9695	NA	15	90.6047	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP013060	46634	No terminal repeats	NA	69	11	0.9695	NA	11	66.5141	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP067967	109782	No terminal repeats	NA	118	11	0.9695	NA	15	94.8103	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP018210	38995	No terminal repeats	NA	52	11	0.9695	NA	11	52.8961	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP074089	112868	No terminal repeats	NA	118	11	0.9694	NA	14	90.5586	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP070892	112868	No terminal repeats	NA	118	11	0.9694	NA	14	90.5586	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP084394	112868	No terminal repeats	NA	118	11	0.9694	NA	14	90.5586	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP082991	112868	No terminal repeats	NA	118	11	0.9694	NA	14	90.5586	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP071029	112868	No terminal repeats	NA	118	11	0.9694	NA	14	90.5586	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP017847	113343	No terminal repeats	NA	123	11	0.9694	NA	18	95.8441	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP102393	113637	No terminal repeats	NA	116	11	0.9694	NA	15	94.1312	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP102178	75476	No terminal repeats	NA	94	11	0.9694	NA	34	97.9425	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP117747	112868	No terminal repeats	NA	118	11	0.9694	NA	14	90.5586	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_015427	39648	No terminal repeats	NA	54	11	0.9694	NA	7	43.6522	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP028585	92537	No terminal repeats	NA	118	11	0.9694	NA	4	88.1396	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP032613	48849	No terminal repeats	NA	83	11	0.9694	NA	9	65.3234	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP045191	113072	No terminal repeats	NA	118	11	0.9694	NA	17	101.5969	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP043277	89248	No terminal repeats	NA	106	11	0.9694	NA	3	75.0102	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP117742	112868	No terminal repeats	NA	118	11	0.9694	NA	14	90.5586	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP025766	119426	No terminal repeats	NA	144	11	0.9694	NA	19	98.2122	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP023200	112965	No terminal repeats	NA	123	11	0.9694	NA	17	108.7567	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP016161	109349	No terminal repeats	NA	125	11	0.9694	NA	14	96.5448	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP100487	95326	No terminal repeats	NA	111	11	0.9693	NA	7	70.9835	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP012570	111236	No terminal repeats	NA	119	11	0.9693	NA	16	91.5925	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP070439	111238	No terminal repeats	NA	118	11	0.9693	NA	15	90.6047	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP034163	95683	No terminal repeats	NA	112	11	0.9693	NA	6	67.1578	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP116989	92487	No terminal repeats	NA	111	11	0.9693	NA	8	81.4367	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP039843	95647	No terminal repeats	NA	108	11	0.9693	NA	3	57.8716	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP114132|provirus_258559_302048	43490	Provirus	258559-302048	61	11	0.9693	NA	19	71.0633	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP046951	150267	No terminal repeats	NA	171	11	0.9693	NA	34	156.4708	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP019258	75007	No terminal repeats	NA	104	11	0.9693	NA	24	114.9558	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP104341	50022	No terminal repeats	NA	79	11	0.9693	NA	10	90.012200000000007	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP019050	111083	No terminal repeats	NA	117	11	0.9693	NA	15	94.9131	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP082122	108374	No terminal repeats	NA	119	11	0.9693	NA	17	102.854	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP021940	112868	No terminal repeats	NA	119	11	0.9693	NA	14	90.5586	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP104346	50025	No terminal repeats	NA	80	11	0.9693	NA	10	90.012200000000007	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LR890237	112069	No terminal repeats	NA	120	11	0.9693	NA	15	96.1259	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP093921	90296	No terminal repeats	NA	113	11	0.9693	NA	5	81.8146	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP041451	114322	No terminal repeats	NA	121	11	0.9693	NA	17	94.4964	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP024865	48511	No terminal repeats	NA	71	11	0.9693	NA	17	62.4411	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP053233	112229	No terminal repeats	NA	129	11	0.9692	NA	17	106.0566	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LR890724	95815	No terminal repeats	NA	115	11	0.9692	NA	4	77.2746	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP085058	92591	No terminal repeats	NA	103	11	0.9692	NA	4	63.3621	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP028997	109938	No terminal repeats	NA	118	11	0.9692	NA	15	89.5848	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP104402	110892	No terminal repeats	NA	131	11	0.9692	NA	15	103.9871	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP104294	48499	No terminal repeats	NA	62	11	0.9692	NA	19	76.9682	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP064658	106771	No terminal repeats	NA	121	11	0.9692	NA	16	88.6637	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP026419	41447	No terminal repeats	NA	58	11	0.9692	NA	4	53.8358	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP076307	86764	No terminal repeats	NA	107	11	0.9692	NA	6	77.8906	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP090793|provirus_31048_138673	107626	Provirus	31048-138673	123	11	0.9692	NA	14	86.322	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP025823	115143	No terminal repeats	NA	137	11	0.9692	NA	18	94.6472	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LR890608	115278	No terminal repeats	NA	131	11	0.9691	NA	16	104.057	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP099756	47500	No terminal repeats	NA	69	11	0.9691	NA	15	60.0572	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP048917	92027	No terminal repeats	NA	101	11	0.9691	NA	4	57.9933	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP122471	112541	No terminal repeats	NA	119	11	0.9691	NA	15	90.6047	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP022542	113269	No terminal repeats	NA	127	11	0.9691	NA	17	108.2543	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP023193	112963	No terminal repeats	NA	122	11	0.9691	NA	17	108.7567	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP122464	112541	No terminal repeats	NA	119	11	0.9691	NA	15	90.6047	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_009466	59182	No terminal repeats	NA	80	11	0.9691	NA	12	62.4251	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP019246|provirus_156_31104	30949	Provirus	156-31104	41	11	0.969	NA	20	41.2145	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP019991	18099	No terminal repeats	NA	27	11	0.969	NA	3	11.3752	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP020497	48172	No terminal repeats	NA	71	11	0.969	NA	16	62.2146	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_OW967520	109361	No terminal repeats	NA	122	11	0.969	NA	15	99.3303	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP063862	110270	No terminal repeats	NA	117	11	0.969	NA	15	97.6532	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP025841	113823	No terminal repeats	NA	137	11	0.969	NA	18	94.6472	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP025838	113823	No terminal repeats	NA	137	11	0.969	NA	18	94.6472	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP074122	111789	No terminal repeats	NA	118	11	0.969	NA	17	96.3594	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP053974	11335	No terminal repeats	NA	20	11	0.969	NA	0	14.239	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Kalamavirales;Tectiviridae
NZ_AP025832	113823	No terminal repeats	NA	137	11	0.969	NA	18	94.6472	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP069885	95822	No terminal repeats	NA	118	11	0.969	NA	5	82.1437	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP081794	43671	No terminal repeats	NA	64	11	0.969	NA	18	79.8435	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP020051	91291	No terminal repeats	NA	111	11	0.969	NA	3	78.0944	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP011594	111395	No terminal repeats	NA	133	11	0.969	NA	17	91.8654	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP103741	96149	No terminal repeats	NA	108	11	0.969	NA	6	69.638	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP019819	115150	No terminal repeats	NA	138	11	0.9689	NA	18	94.6472	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP025806	115150	No terminal repeats	NA	138	11	0.9689	NA	18	94.6472	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP068081	41487	No terminal repeats	NA	56	11	0.9689	NA	9	39.7587	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP009168	94959	No terminal repeats	NA	113	11	0.9689	NA	4	71.8286	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP022085	109945	No terminal repeats	NA	130	11	0.9689	NA	19	118.4118	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP107348	111727	No terminal repeats	NA	115	11	0.9689	NA	15	92.7771	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP107386	111727	No terminal repeats	NA	115	11	0.9689	NA	15	92.7771	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP107375	111727	No terminal repeats	NA	115	11	0.9689	NA	15	92.7771	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP107330	111727	No terminal repeats	NA	115	11	0.9689	NA	15	92.7771	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP107323	111727	No terminal repeats	NA	115	11	0.9689	NA	15	92.7771	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP107337	111727	No terminal repeats	NA	115	11	0.9689	NA	15	92.7771	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP033848	97018	No terminal repeats	NA	110	11	0.9689	NA	5	68.6915	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP053692	115924	No terminal repeats	NA	137	11	0.9689	NA	16	94.4882	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP079864	49197	No terminal repeats	NA	81	11	0.9689	NA	6	70.46	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP099353	94247	No terminal repeats	NA	119	11	0.9689	NA	7	91.1263	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP025962	15865	No terminal repeats	NA	18	11	0.9688	NA	2	10.5364	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP097685	111909	No terminal repeats	NA	134	11	0.9688	NA	15	93.5576	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP054718	118798	No terminal repeats	NA	181	11	0.9688	NA	40	168.8501	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP073997	112588	No terminal repeats	NA	119	11	0.9688	NA	17	97.0285	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP026165	111252	No terminal repeats	NA	117	11	0.9688	NA	14	90.548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP036373	108291	No terminal repeats	NA	117	11	0.9688	NA	15	93.2723	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP061094|provirus_132433_171165	38733	Provirus	132433-171165	58	11	0.9688	NA	22	50.0832	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP020518	48175	No terminal repeats	NA	71	11	0.9688	NA	16	63.9328	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP075258	109666	No terminal repeats	NA	114	11	0.9688	NA	14	91.534	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP022474	79236	No terminal repeats	NA	99	11	0.9688	NA	36	108.9807	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP037828	46053	No terminal repeats	NA	74	11	0.9688	NA	13	82.5911	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP014756	121030	No terminal repeats	NA	122	11	0.9688	NA	14	90.5586	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP026725	97124	No terminal repeats	NA	116	11	0.9688	NA	7	77.1867	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP037832	47546	No terminal repeats	NA	72	11	0.9688	NA	14	79.1757	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_OW849379	110667	No terminal repeats	NA	121	11	0.9688	NA	17	98.0862	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP017931	111395	No terminal repeats	NA	134	11	0.9688	NA	17	92.7545	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP061391	112025	No terminal repeats	NA	116	11	0.9687	NA	15	90.6493	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP082339	48502	No terminal repeats	NA	62	11	0.9687	NA	19	76.9682	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP080364	110643	No terminal repeats	NA	118	11	0.9687	NA	15	95.45	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP104116	112587	No terminal repeats	NA	120	11	0.9687	NA	17	97.451	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP053644	114699	No terminal repeats	NA	135	11	0.9687	NA	16	97.4059	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP031722	114700	No terminal repeats	NA	135	11	0.9687	NA	16	97.4059	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP061103	92656	No terminal repeats	NA	113	11	0.9687	NA	5	82.7282	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP104844	112215	No terminal repeats	NA	131	11	0.9687	NA	17	106.7198	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP010386|provirus_1_66650	66650	Provirus	1-66650	82	11	0.9687	NA	3	62.2517	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP021336	86922	No terminal repeats	NA	106	11	0.9687	NA	4	62.1584	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP023149	111317	No terminal repeats	NA	118	11	0.9687	NA	15	89.6725	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP123018	93917	No terminal repeats	NA	102	11	0.9686	NA	4	61.8752	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP055677	94009	No terminal repeats	NA	107	11	0.9686	NA	6	63.9578	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
