Genome ID	P-P type	MinGenes cutoff	MinGenes hits	Signature to all genes ratio	P-P score sum	P-P type score sum	Composition	Composition size	Tolerance to gaps	Composition hits	Genome size (bp)	Number of proteins
NZ_CP021880	pMT1	50	2	0.012	0.2	0.2	NA	NA	NA	NA	169449	168
NZ_CP023903	pMT1	50	1	0.012	0.1	0.1	NA	NA	NA	NA	101274	85
NZ_CP023900	pMT1	50	1	0.03	0.1	0.1	NA	NA	NA	NA	34323	33
NZ_CP024860	pMT1	50	2	0.013	0.2	0.2	NA	NA	NA	NA	172588	158
NZ_CP024856	pMT1	50	2	0.012	0.2	0.2	NA	NA	NA	NA	181436	166
NZ_CP024887	pMT1	50	2	0.019	0.2	0.2	NA	NA	NA	NA	102544	104
NZ_CP025329	pMT1	50	1	0.004	0.1	0.1	NA	NA	NA	NA	286854	238
NZ_CP019055	pMT1	50	1	0.007	0.1	0.1	NA	NA	NA	NA	184166	142
NZ_CP025752	pMT1	50	1	0.021	0.1	0.1	NA	NA	NA	NA	63821	47
NZ_CP027135	pMT1	50	2	0.014	0.2	0.2	NA	NA	NA	NA	151026	138
NZ_CP027130	pMT1	50	2	0.012	0.2	0.2	NA	NA	NA	NA	170292	168
NZ_CP027703	pMT1	50	1	0.006	0.1	0.1	NA	NA	NA	NA	173882	154
NZ_CP029107	pMT1	50	2	0.024	0.2	0.2	NA	NA	NA	NA	93435	84
NZ_CP029575	pMT1	50	2	0.013	0.2	0.2	NA	NA	NA	NA	156518	159
NZ_CP029978	pMT1	50	2	0.022	0.2	0.2	NA	NA	NA	NA	99465	93
NZ_CP029368	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	122194	110
NZ_CP031107	pMT1	50	2	0.012	0.2	0.2	NA	NA	NA	NA	203856	167
NZ_CP023835	pMT1	50	2	0.014	0.2	0.2	NA	NA	NA	NA	152425	146
NZ_CP035124	pMT1	50	2	0.008	0.2	0.2	NA	NA	NA	NA	227349	237
NZ_CP042337	pMT1	50	2	0.013	0.2	0.2	NA	NA	NA	NA	159610	155
NZ_CP040885	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	117590	117
NZ_CP042245	pMT1	50	1	0.004	0.1	0.1	NA	NA	NA	NA	285922	251
NZ_CP043230	pMT1	50	2	0.022	0.2	0.2	NA	NA	NA	NA	99461	92
NZ_CP043948	pMT1	50	2	0.021	0.2	0.2	NA	NA	NA	NA	99454	94
NZ_CP043944	pMT1	50	2	0.022	0.2	0.2	NA	NA	NA	NA	99465	93
NZ_CP043952	pMT1	50	1	0.007	0.1	0.1	NA	NA	NA	NA	189994	150
NZ_CP041032	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	126409	112
NZ_CP048311	pMT1	50	1	0.006	0.1	0.1	NA	NA	NA	NA	170395	154
NZ_CP049349	pMT1	50	2	0.014	0.2	0.2	NA	NA	NA	NA	194391	142
NZ_CP049079	pMT1	50	2	0.012	0.2	0.2	NA	NA	NA	NA	180962	168
NZ_CP051728	pMT1	50	2	0.013	0.2	0.2	NA	NA	NA	NA	189717	153
NZ_CP051729	pMT1	50	2	0.033	0.2	0.2	NA	NA	NA	NA	66467	61
NZ_CP058575	pMT1	50	2	0.016	0.2	0.2	NA	NA	NA	NA	122379	123
NZ_CP058653	pMT1	50	2	0.014	0.2	0.2	NA	NA	NA	NA	154098	145
NZ_CP058658	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	122305	110
NZ_CP058663	pMT1	50	2	0.014	0.2	0.2	NA	NA	NA	NA	149236	146
NZ_AP021947	pMT1	50	1	0.006	0.1	0.1	NA	NA	NA	NA	210712	176
NZ_AP022172	pMT1	50	2	0.009	0.2	0.2	NA	NA	NA	NA	187669	212
NZ_AP022223	pMT1	50	2	0.014	0.2	0.2	NA	NA	NA	NA	139020	142
NZ_CP059918	pMT1	50	1	0.006	0.1	0.1	NA	NA	NA	NA	214538	176
NZ_CP045207	pMT1	50	2	0.013	0.2	0.2	NA	NA	NA	NA	194162	149
NZ_CP069584	pMT1	50	2	0.011	0.2	0.2	NA	NA	NA	NA	206267	180
NZ_CP070133	pMT1	50	2	0.013	0.2	0.2	NA	NA	NA	NA	151845	153
NZ_CP063462	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	169293	120
NZ_LS998786	pMT1	50	2	0.021	0.2	0.2	NA	NA	NA	NA	103198	96
NZ_LS992167	pMT1	50	2	0.013	0.2	0.2	NA	NA	NA	NA	174857	159
NZ_LS992193	pMT1	50	2	0.016	0.2	0.2	NA	NA	NA	NA	128948	124
NZ_LR740759	pMT1	50	1	0.006	0.1	0.1	NA	NA	NA	NA	223939	163
NZ_LR890289	pMT1	50	2	0.012	0.2	0.2	NA	NA	NA	NA	173787	168
NZ_LR890652	pMT1	50	2	0.012	0.2	0.2	NA	NA	NA	NA	207369	170
NZ_CP010345	pMT1	50	2	0.022	0.2	0.2	NA	NA	NA	NA	100061	89
NZ_CP005931	pMT1	50	1	0.007	0.1	0.1	NA	NA	NA	NA	194170	143
NZ_CP030791	pMT1	50	1	0.007	0.1	0.1	NA	NA	NA	NA	197773	150
NZ_CP041299	pMT1	50	1	0.007	0.1	0.1	NA	NA	NA	NA	195702	141
NZ_CP021835	pMT1	50	2	0.008	0.2	0.2	NA	NA	NA	NA	210045	244
NZ_CP025144	pMT1	50	2	0.008	0.2	0.2	NA	NA	NA	NA	204123	238
NZ_CP025141	pMT1	50	2	0.008	0.2	0.2	NA	NA	NA	NA	204734	240
NZ_CP025147	pMT1	50	2	0.008	0.2	0.2	NA	NA	NA	NA	205953	240
NZ_CP021695	pMT1	50	2	0.008	0.2	0.2	NA	NA	NA	NA	214441	250
NZ_CP024976	pMT1	50	1	0.006	0.1	0.1	NA	NA	NA	NA	195578	170
NZ_CP027438	pMT1	50	2	0.031	0.2	0.2	NA	NA	NA	NA	74904	65
NZ_CP019456	pMT1	50	1	0.007	0.1	0.1	NA	NA	NA	NA	159821	135
NZ_CP047601	pMT1	50	2	0.015	0.2	0.2	NA	NA	NA	NA	158248	130
NZ_CP022731	pMT1	50	1	0.007	0.1	0.1	NA	NA	NA	NA	198748	151
NZ_CP031233	pMT1	50	1	0.012	0.1	0.1	NA	NA	NA	NA	98308	86
NZ_CP013191	pMT1	50	2	0.026	0.2	0.2	NA	NA	NA	NA	106519	78
NZ_CP013193	pMT1	50	2	0.036	0.2	0.2	NA	NA	NA	NA	66990	55
NZ_CP013192	pMT1	50	2	0.039	0.2	0.2	NA	NA	NA	NA	57478	51
NZ_CP013194	pMT1	50	2	0.051	0.2	0.2	NA	NA	NA	NA	39792	39
NZ_CP017847	pMT1	50	3	0.026	1.2	0.4	NA	NA	NA	NA	113343	116
NZ_LR883051	pMT1	50	2	0.023	0.2	0.2	NA	NA	NA	NA	116803	86
NZ_LR883052	pMT1	50	2	0.022	0.2	0.2	NA	NA	NA	NA	82909	89
NZ_LR883053	pMT1	50	2	0.027	0.2	0.2	NA	NA	NA	NA	82314	73
NZ_LR883054	pMT1	50	2	0.043	0.2	0.2	NA	NA	NA	NA	51418	46
NZ_CP024237	pMT1	50	2	0.015	0.2	0.2	NA	NA	NA	NA	152713	131
NZ_CP024235	pMT1	50	2	0.032	0.2	0.2	NA	NA	NA	NA	62188	63
NZ_CP038792	pMT1	50	2	0.019	0.2	0.2	NA	NA	NA	NA	129920	107
NZ_CP038392	pMT1	50	1	0.015	0.1	0.1	NA	NA	NA	NA	75328	65
NZ_CP023347	pMT1	50	2	0.015	0.2	0.2	NA	NA	NA	NA	142368	135
NZ_CP023350	pMT1	50	2	0.02	0.2	0.2	NA	NA	NA	NA	112045	100
NZ_CP023352	pMT1	50	2	0.057	0.2	0.2	NA	NA	NA	NA	45777	35
NZ_CP025863	pMT1	50	2	0.015	0.2	0.2	NA	NA	NA	NA	142377	135
NZ_CP025911	pMT1	50	2	0.015	0.2	0.2	NA	NA	NA	NA	146395	136
NZ_CP025912	pMT1	50	2	0.02	0.2	0.2	NA	NA	NA	NA	92548	98
NZ_CP025921	pMT1	50	2	0.015	0.2	0.2	NA	NA	NA	NA	146395	137
NZ_CP025922	pMT1	50	2	0.023	0.2	0.2	NA	NA	NA	NA	83017	88
NZ_CP025848	pMT1	50	2	0.014	0.2	0.2	NA	NA	NA	NA	148526	142
NZ_CP025917	pMT1	50	2	0.014	0.2	0.2	NA	NA	NA	NA	146395	138
NZ_CP025918	pMT1	50	2	0.025	0.2	0.2	NA	NA	NA	NA	76877	80
NZ_LR882979	pMT1	50	2	0.02	0.2	0.2	NA	NA	NA	NA	112055	100
NZ_LR882981	pMT1	50	2	0.053	0.2	0.2	NA	NA	NA	NA	48305	38
NZ_LR883008	pMT1	50	2	0.015	0.2	0.2	NA	NA	NA	NA	142377	135
NZ_CP024241	pMT1	50	2	0.023	0.2	0.2	NA	NA	NA	NA	104674	87
NZ_CP024242	pMT1	50	2	0.024	0.2	0.2	NA	NA	NA	NA	74644	85
NZ_CP030786	pMT1	50	1	0.013	0.1	0.1	NA	NA	NA	NA	105846	76
NZ_CP034167	pMT1	50	1	0.01	0.1	0.1	NA	NA	NA	NA	136645	102
NZ_CP057562	pMT1	50	1	0.008	0.1	0.1	NA	NA	NA	NA	124527	121
NZ_CP057566	pMT1	50	1	0.008	0.1	0.1	NA	NA	NA	NA	124527	121
NZ_CP069544	pMT1	50	1	0.014	0.1	0.1	NA	NA	NA	NA	80965	69
NC_049341	pMT1	50	1	0.02	0.1	0.1	NA	NA	NA	NA	31194	49
NC_049344	pMT1	50	2	0.038	0.2	0.2	NA	NA	NA	NA	37583	52
NZ_CP011417	pMT1	50	1	0.005	0.1	0.1	NA	NA	NA	NA	293826	210
NZ_CP050863	pMT1	50	1	0.006	0.1	0.1	NA	NA	NA	NA	233798	162
NZ_CP050866	pMT1	50	1	0.006	0.1	0.1	NA	NA	NA	NA	233800	163
NZ_CP065612	pMT1	50	1	0.005	0.1	0.1	NA	NA	NA	NA	277227	195
NZ_CP065614	pMT1	50	1	0.005	0.1	0.1	NA	NA	NA	NA	261275	193
NZ_CP026763	pMT1	50	1	0.011	0.1	0.1	NA	NA	NA	NA	150497	93
NZ_CP026767	pMT1	50	1	0.008	0.1	0.1	NA	NA	NA	NA	209166	132
NZ_CP026813	pMT1	50	1	0.013	0.1	0.1	NA	NA	NA	NA	122029	75
NC_010660	pMT1	50	1	0.007	0.1	0.1	NA	NA	NA	NA	210919	141
NZ_CP017473	pMT1	50	1	0.008	0.1	0.1	NA	NA	NA	NA	169226	133
NZ_CP027028	pMT1	50	1	0.009	0.1	0.1	NA	NA	NA	NA	149179	106
NC_004851	pMT1	50	1	0.004	0.1	0.1	NA	NA	NA	NA	221618	262
NZ_CP012492	pMT1	50	2	0.061	0.2	0.2	NA	NA	NA	NA	34714	33
NZ_CP009936	pMT1	50	1	0.125	0.1	0.1	NA	NA	NA	NA	9282	8
NZ_CP014763	pMT1	50	1	0.004	0.1	0.1	NA	NA	NA	NA	284894	225
NZ_CP054717	pMT1	50	1	0.007	0.1	0.1	NA	NA	NA	NA	162029	141
NZ_CP023358	pMT1	50	1	0.011	0.1	0.1	NA	NA	NA	NA	100008	93
NZ_AP014953	pMT1	50	4	0.038	4	1.5	NA	NA	NA	NA	104259	105
NZ_CP029898	pMT1	50	15	0.125	15	6.2	NA	NA	NA	NA	106705	120
NZ_CP029891	pMT1	50	15	0.124	15	6.2	NA	NA	NA	NA	106706	121
NZ_CP029876	pMT1	50	15	0.125	15	6.2	NA	NA	NA	NA	106706	120
NZ_CP010244	pMT1	50	7	0.06	7	2.5	NA	NA	NA	NA	113250	116
NZ_CP033252	pMT1	50	7	0.064	7	2.5	NA	NA	NA	NA	110417	110
NZ_CP046008	pMT1	50	7	0.067	7	2.5	NA	NA	NA	NA	114129	105
NZ_CP056962	pMT1	50	8	0.074	8	2.9	NA	NA	NA	NA	106982	108
NZ_CP056969	pMT1	50	8	0.074	8	2.9	NA	NA	NA	NA	106982	108
NZ_CP057094	pMT1	50	8	0.074	8	2.9	NA	NA	NA	NA	106378	108
NZ_CP015915	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	114472	114
NZ_CP019013	pMT1	50	1	0.008	1	0.2	NA	NA	NA	NA	109057	123
NZ_CP024271	pMT1	50	1	0.01	1	0.2	NA	NA	NA	NA	103618	102
NZ_CP023851	pMT1	50	1	0.008	1	0.2	NA	NA	NA	NA	110452	123
NZ_CP045278	pMT1	50	1	0.008	1	0.2	NA	NA	NA	NA	111694	121
NZ_CP070135	pMT1	50	1	0.008	1	0.2	NA	NA	NA	NA	108185	120
NZ_LR882992	pMT1	50	1	0.008	1	0.2	NA	NA	NA	NA	109318	122
NZ_LR890608	pMT1	50	1	0.008	1	0.2	NA	NA	NA	NA	115278	122
NZ_CP061757	pMT1	50	1	0.008	1	0.2	NA	NA	NA	NA	112745	118
NZ_CP019354	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	107661	114
NZ_CP031136	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	109442	114
NZ_CP062852	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	107422	106
NZ_CP062854	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	107422	106
NZ_CP048306	pMT1	50	1	0.008	1	0.2	NA	NA	NA	NA	110182	123
NZ_CP041423	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	110902	117
NZ_CP061531	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	108197	112
NZ_CP070908	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	111012	114
NZ_CP056704	pMT1	50	5	0.046	5	2.2	NA	NA	NA	NA	112125	108
NZ_LR890314	pMT1	50	1	0.008	1	0.2	NA	NA	NA	NA	109877	119
NZ_CP008931	pMT1	50	1	0.01	1	0.2	NA	NA	NA	NA	111693	103
NZ_CP015755	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	109349	116
NZ_CP014756	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	121030	114
NZ_CP016161	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	109349	117
NZ_CP027045	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	108879	113
NZ_CP016924	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	111539	112
NZ_CP012570	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	111236	112
NZ_CP012565	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	112059	111
NZ_CP012427	pMT1	50	1	0.008	1	0.2	NA	NA	NA	NA	126466	121
NZ_CP020063	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	109019	109
NZ_CP021714	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	106541	111
NZ_CP021962	pMT1	50	1	0.008	1	0.2	NA	NA	NA	NA	132217	120
NZ_CP021940	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	112868	111
NZ_CP021945	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	112868	110
NZ_CP022128	pMT1	50	1	0.01	1	0.2	NA	NA	NA	NA	111692	104
NZ_CP024460	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	112745	116
NZ_CP036373	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	108291	111
NZ_CP027155	pMT1	50	1	0.02	1	0.2	NA	NA	NA	NA	49000	50
NZ_CP024877	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	109720	108
NZ_CP028997	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	109938	112
NZ_CP031791	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	109702	109
NZ_CP031803	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	111123	115
NZ_CP032187	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	110928	112
NZ_CP032225	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	108879	113
NZ_CP034047	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	113143	108
NZ_CP026134	pMT1	50	1	0.01	1	0.2	NA	NA	NA	NA	112465	105
NZ_CP026138	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	113246	107
NZ_CP026150	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	112458	108
NZ_CP026165	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	111252	111
NZ_CP036194	pMT1	50	1	0.01	1	0.2	NA	NA	NA	NA	108957	105
NZ_CP040729	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	112707	108
NZ_CP044030	pMT1	50	1	0.01	1	0.2	NA	NA	NA	NA	105728	103
NZ_CP041929	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	110643	113
NZ_CP044034	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	114663	111
NZ_CP044046	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	109938	106
NZ_CP046383	pMT1	50	1	0.006	1	0.2	NA	NA	NA	NA	150248	163
NZ_CP046951	pMT1	50	1	0.006	1	0.2	NA	NA	NA	NA	150267	163
NZ_CP046941	pMT1	50	1	0.006	1	0.2	NA	NA	NA	NA	150240	155
NZ_CP045677	pMT1	50	1	0.008	1	0.2	NA	NA	NA	NA	128536	119
NZ_CP040026	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	109938	112
NZ_CP050365	pMT1	50	1	0.01	1	0.2	NA	NA	NA	NA	115360	104
NZ_CP061391	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	112025	108
NZ_CP061398	pMT1	50	1	0.008	1	0.2	NA	NA	NA	NA	121507	119
NZ_AP023149	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	111317	112
NZ_CP055511	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	115055	113
NZ_CP059316	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	109568	109
NZ_CP056224	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	111674	111
NZ_CP056303	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	108572	107
NZ_CP056309	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	113854	112
NZ_CP056436	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	107037	108
NZ_CP061056	pMT1	50	1	0.01	1	0.2	NA	NA	NA	NA	113014	105
NZ_CP061065	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	113014	106
NZ_CP063217	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	111290	110
NZ_CP050338	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	110529	111
NZ_CP050344	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	110529	111
NZ_CP050350	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	110529	111
NZ_CP050356	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	110529	111
NZ_CP063862	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	110270	109
NZ_CP063853	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	110270	109
NZ_CP063873	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	112160	111
NZ_CP063882	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	110388	113
NZ_CP065450	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	109941	110
NZ_CP017778	pMT1	50	1	0.004	1	0.2	NA	NA	NA	NA	225961	228
NZ_CP069855	pMT1	50	1	0.01	1	0.2	NA	NA	NA	NA	104812	96
NZ_CP070439	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	111238	112
NZ_LR890237	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	112069	110
NZ_LR890257	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	111123	115
NZ_LR890293	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	113743	113
NZ_LR890429	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	111123	115
NZ_LR890555	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	112133	111
NZ_LR890544	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	111995	107
NZ_LR890503	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	111123	115
NZ_LR890518	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	111123	115
NZ_LR890705	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	111123	115
NZ_CP019050	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	111083	110
NZ_CP041101	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	111334	109
NZ_CP028544	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	110562	116
NZ_CP030268	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	111007	108
NZ_CP040597	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	111583	112
NC_016838	pMT1	50	1	0.007	1	0.2	NA	NA	NA	NA	122799	141
NZ_CP028550	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	110186	112
NZ_CP023984	pMT1	50	1	0.01	1	0.2	NA	NA	NA	NA	111425	101
NZ_CP065165	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	114132	107
NZ_CP012254	pMT1	50	6	0.053	6	2.1	NA	NA	NA	NA	110093	113
NZ_CP058356	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	112466	112
NZ_AP022089	pMT1	50	1	0.008	1	0.2	NA	NA	NA	NA	110167	122
NZ_AP022542	pMT1	50	1	0.008	1	0.2	NA	NA	NA	NA	113269	123
NZ_CP014490	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	109910	115
NZ_CP019027	pMT1	50	1	0.008	1	0.2	NA	NA	NA	NA	109344	120
NZ_AP017612	pMT1	50	1	0.008	1	0.2	NA	NA	NA	NA	108986	120
NZ_CP028433	pMT1	50	1	0.008	1	0.2	NA	NA	NA	NA	120253	120
NZ_CP019283	pMT1	50	1	0.008	1	0.2	NA	NA	NA	NA	128323	124
NZ_CP064259	pMT1	50	1	0.003	1	0.2	NA	NA	NA	NA	394328	346
NZ_CP064213	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	116596	107
NZ_CP010144	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	114159	112
NZ_CP010153	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	114159	112
NZ_CP020118	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	111212	109
NZ_CP033097	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	113610	113
NZ_CP031294	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	110686	115
NZ_CP029421	pMT1	50	1	0.01	1	0.2	NA	NA	NA	NA	101340	99
NZ_CP041451	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	114322	111
NZ_CP045191	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	113072	112
NZ_CP053233	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	112229	116
NZ_AP023193	pMT1	50	1	0.008	1	0.2	NA	NA	NA	NA	112963	120
NZ_AP023200	pMT1	50	1	0.008	1	0.2	NA	NA	NA	NA	112965	119
NZ_CP058309	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	109907	111
NZ_CP062814	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	114826	115
NZ_CP062914	pMT1	50	1	0.008	1	0.2	NA	NA	NA	NA	120310	118
NZ_CP057658	pMT1	50	1	0.008	1	0.2	NA	NA	NA	NA	110777	119
NZ_CP047636	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	109004	109
NZ_CP022167	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	113428	112
NZ_CP050499	pMT1	50	1	0.013	1	0.2	NA	NA	NA	NA	76269	76
NZ_CP027358	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	110001	114
NZ_CP064210	pMT1	50	1	0.009	1	0.2	NA	NA	NA	NA	111436	110
NZ_CP057633	pMT1	50	4	0.032	4	1.3	NA	NA	NA	NA	105909	126
NZ_CP057631	pMT1	50	4	0.032	4	1.3	NA	NA	NA	NA	105909	126
NZ_CP030187	pMT1	50	6	0.049	6	2.1	NA	NA	NA	NA	106569	123
NZ_CP044180	pMT1	50	6	0.048	6	2.1	NA	NA	NA	NA	106569	124
NZ_CP014707	pMT1	50	5	0.044	5	1.7	NA	NA	NA	NA	101118	113
NZ_CP022085	pMT1	50	1	0.008	1	0.2	NA	NA	NA	NA	109945	122
NC_018651	pMT1	50	1	0.008	1	0.2	NA	NA	NA	NA	109274	120
NZ_CP027369	pMT1	50	1	0.008	1	0.2	NA	NA	NA	NA	109641	119
NZ_CP043034	pMT1	50	1	0.004	0.1	0.1	NA	NA	NA	NA	224961	223
NZ_CP048360	pMT1	50	1	0.007	0.1	0.1	NA	NA	NA	NA	144585	151
NZ_CP009721	pMT1	50	1	0.014	0.1	0.1	NA	NA	NA	NA	70305	69
NZ_CP045165	pMT1	50	1	0.125	0.1	0.1	NA	NA	NA	NA	9610	8
NC_017264	pMT1	50	1	0.125	0.1	0.1	NA	NA	NA	NA	9600	8
NZ_CP021733	pMT1	50	1	0.008	0.1	0.1	NA	NA	NA	NA	114267	124
NZ_CP023372	pMT1	50	1	0.009	0.1	0.1	NA	NA	NA	NA	109207	113
NZ_CP045828	pMT1	50	1	0.014	0.1	0.1	NA	NA	NA	NA	100778	69
NZ_CP047380	pMT1	50	1	0.009	0.1	0.1	NA	NA	NA	NA	161176	115
NZ_CP009905	pMT1	50	1	0.015	0.1	0.1	NA	NA	NA	NA	70290	68
NZ_CP024469	pMT1	50	1	0.009	0.1	0.1	NA	NA	NA	NA	184894	116
NZ_CP026775	pMT1	50	1	0.009	0.1	0.1	NA	NA	NA	NA	182697	108
NZ_CP026783	pMT1	50	1	0.01	0.1	0.1	NA	NA	NA	NA	183210	105
NZ_CP026785	pMT1	50	1	0.009	0.1	0.1	NA	NA	NA	NA	204250	116
NZ_CP021871	pMT1	50	1	0.008	0.1	0.1	NA	NA	NA	NA	134899	126
NZ_CP044960	pMT1	50	1	0.01	0.1	0.1	NA	NA	NA	NA	91139	98
NZ_CP056290	pMT1	50	1	0.009	0.4	0.4	NA	NA	NA	NA	112879	112
NZ_CP056294	pMT1	50	1	0.009	0.4	0.4	NA	NA	NA	NA	112879	113
NZ_CP029731	pMT1	50	1	0.009	0.4	0.4	NA	NA	NA	NA	108148	107
NZ_CP047743	pMT1	50	1	0.011	0.4	0.4	NA	NA	NA	NA	105247	95
NZ_CP047758	pMT1	50	1	0.011	0.4	0.4	NA	NA	NA	NA	105247	94
NZ_CP034756	pMT1	50	1	0.009	0.4	0.4	NA	NA	NA	NA	108486	113
NZ_CP018999	pMT1	50	1	0.006	0.4	0.4	NA	NA	NA	NA	146162	174
NZ_CP022350	pMT1	50	1	0.01	0.4	0.4	NA	NA	NA	NA	106140	100
NZ_CP023187	pMT1	50	1	0.01	0.4	0.4	NA	NA	NA	NA	106579	98
NC_021501	pMT1	50	1	0.01	0.4	0.4	NA	NA	NA	NA	110781	105
NZ_CP026584	pMT1	50	1	0.005	0.4	0.4	NA	NA	NA	NA	156099	191
NZ_CP018366	pMT1	50	1	0.01	0.4	0.4	NA	NA	NA	NA	94434	97
NZ_CP018455	pMT1	50	1	0.005	0.4	0.4	NA	NA	NA	NA	162552	185
NZ_CP028541	pMT1	50	1	0.005	0.4	0.4	NA	NA	NA	NA	177516	215
NZ_CP031720	pMT1	50	1	0.005	0.4	0.4	NA	NA	NA	NA	154957	197
NZ_CP036362	pMT1	50	1	0.008	0.4	0.4	NA	NA	NA	NA	120195	130
NZ_CP023942	pMT1	50	1	0.005	0.4	0.4	NA	NA	NA	NA	187926	201
