P-P type	Composition ID	HMM profile in composition	Composition size	Total number of profiles for P-P type
P1_1	P1_1_Composition_5	P11_pers_JLH08_RS25770	69	71
P1_1	P1_1_Composition_5	P11_pers_JMV89_RS25470	69	71
P1_1	P1_1_Composition_5	P11_pers_E4U64_RS27005	69	71
P1_1	P1_1_Composition_5	P11_pers_FNZ59_RS23840	69	71
P1_1	P1_1_Composition_5	P11_pers_CSC22_RS26285	69	71
P1_1	P1_1_Composition_5	P11_pers_A9X72_RS25885	69	71
P1_1	P1_1_Composition_5	P11_pers_CA268_RS27000	69	71
P1_1	P1_1_Composition_5	P11_pers_CCS91_RS23595	69	71
P1_1	P1_1_Composition_5	P11_pers_FOZ67_RS24980	69	71
P1_1	P1_1_Composition_5	P11_pers_HJD21_RS24195	69	71
P1_1	P1_1_Composition_5	P11_pers_HZT35_RS29440	69	71
P1_1	P1_1_Composition_5	P11_pers_IMQ58_RS23395	69	71
P1_1	P1_1_Composition_5	P11_pers_IQS19_RS23280	69	71
P1_1	P1_1_Composition_5	P11_pers_P1_gp065	69	71
P1_1	P1_1_Composition_5	P11_pers_E4U64_RS27170	69	71
P1_1	P1_1_Composition_5	P11_pers_JR341_RS02315	69	71
P1_1	P1_1_Composition_5	P11_pers_HVV54_RS23555	69	71
P1_1	P1_1_Composition_5	P11_pers_H7U13_gp050	69	71
P1_1	P1_1_Composition_5	P11_pers_CHQ92_RS25335	69	71
P1_1	P1_1_Composition_5	P11_pers_CDC27_RS28060	69	71
P1_1	P1_1_Composition_5	P11_pers_FOZ67_RS24825	69	71
P1_1	P1_1_Composition_5	P11_pers_GIJ02_RS28800	69	71
P1_1	P1_1_Composition_5	P11_pers_GJD95_RS01320	69	71
P1_1	P1_1_Composition_5	P11_pers_H0481_RS23110	69	71
P1_1	P1_1_Composition_5	P11_pers_H7U14_gp52	69	71
P1_1	P1_1_Composition_5	P11_pers_HVX91_RS22940	69	71
P1_1	P1_1_Composition_5	P11_pers_IMQ20_RS23125	69	71
P1_1	P1_1_Composition_5	P11_pers_IMQ22_RS23000	69	71
P1_1	P1_1_Composition_5	P11_pers_IQS19_RS23625	69	71
P1_1	P1_1_Composition_5	P11_pers_RG50_RS25980	69	71
P1_1	P1_1_Composition_5	P11_pers_E4U64_RS27165	69	71
P1_1	P1_1_Composition_8	P11_pers_MS6198_RS27540	69	71
P1_1	P1_1_Composition_8	P11_pers_EPG46_RS24585	69	71
P1_1	P1_1_Composition_8	P11_pers_IVP14_RS23260	69	71
P1_1	P1_1_Composition_8	P11_pers_JSQ77_RS24065	69	71
P1_1	P1_1_Composition_8	P11_pers_AYR02_RS00330	69	71
P1_1	P1_1_Composition_8	P11_pers_EPG46_RS24925	69	71
P1_1	P1_1_Composition_8	P11_pers_FPV29_RS24715	69	71
P1_1	P1_1_Composition_8	P11_pers_C5F72_RS27130	69	71
P1_1	P1_1_Composition_8	P11_pers_FDP43_RS25105	69	71
P1_1	P1_1_Composition_8	P11_pers_HV010_RS23560	69	71
P1_1	P1_1_Composition_8	P11_pers_IMP41_RS22295	69	71
P1_1	P1_1_Composition_8	P11_pers_EOS97_RS25845	69	71
P1_1	P1_1_Composition_8	P11_pers_P1_gp090	69	71
P1_1	P1_1_Composition_8	P11_pers_FH485_RS25890	69	71
P1_1	P1_1_Composition_8	P11_pers_HUU84_RS25225	69	71
P1_1	P1_1_Composition_8	P11_pers_IVP14_RS23255	69	71
P1_1	P1_1_Composition_8	P11_pers_CNQ50_RS26630	69	71
P1_1	P1_1_Composition_8	P11_pers_JLH08_RS26095	69	71
P1_1	P1_1_Composition_8	P11_pers_AYN53_RS24250	69	71
P1_1	P1_1_Composition_8	P11_pers_BB405_RS27235	69	71
P1_1	P1_1_Composition_8	P11_pers_CDC27_RS28235	69	71
P1_1	P1_1_Composition_8	P11_pers_DV102_RS24730	69	71
P1_1	P1_1_Composition_8	P11_pers_DV102_RS24790	69	71
P1_1	P1_1_Composition_8	P11_pers_DXE50_RS01135	69	71
P1_1	P1_1_Composition_8	P11_pers_E1J55_RS24290	69	71
P1_1	P1_1_Composition_8	P11_pers_E1J55_RS24475	69	71
P1_1	P1_1_Composition_8	P11_pers_FDJ53_gp124	69	71
P1_1	P1_1_Composition_8	P11_pers_FDP43_RS24720	69	71
P1_1	P1_1_Composition_8	P11_pers_FH485_RS25695	69	71
P1_1	P1_1_Composition_8	P11_pers_FNZ59_RS24165	69	71
P1_1	P1_1_Composition_8	P11_pers_H5C80_RS27020	69	71
P1_1	P1_1_Composition_8	P11_pers_H7R36_RS25885	69	71
P1_1	P1_1_Composition_8	P11_pers_H7U13_gp008	69	71
P1_1	P1_1_Composition_8	P11_pers_HJD21_RS24015	69	71
P1_1	P1_1_Composition_8	P11_pers_HUU84_RS25410	69	71
P1_1	P1_1_Composition_8	P11_pers_HVY57_RS24015	69	71
P1_1	P1_1_Composition_8	P11_pers_IMQ30_RS22910	69	71
P1_1	P1_1_Composition_8	P11_pers_IN859_RS24110	69	71
P1_1	P1_1_Composition_8	P11_pers_JLH08_RS25770	69	71
P1_1	P1_1_Composition_8	P11_pers_JMV89_RS25470	69	71
P1_1	P1_1_Composition_8	P11_pers_E4U64_RS27005	69	71
P1_1	P1_1_Composition_8	P11_pers_FNZ59_RS23840	69	71
P1_1	P1_1_Composition_8	P11_pers_CSC22_RS26285	69	71
P1_1	P1_1_Composition_8	P11_pers_A9X72_RS25885	69	71
P1_1	P1_1_Composition_8	P11_pers_CA268_RS27000	69	71
P1_1	P1_1_Composition_8	P11_pers_CCS91_RS23595	69	71
P1_1	P1_1_Composition_8	P11_pers_FOZ67_RS24980	69	71
P1_1	P1_1_Composition_8	P11_pers_HJD21_RS24195	69	71
P1_1	P1_1_Composition_8	P11_pers_HZT35_RS29440	69	71
P1_1	P1_1_Composition_8	P11_pers_IMQ58_RS23395	69	71
P1_1	P1_1_Composition_8	P11_pers_IQS19_RS23280	69	71
P1_1	P1_1_Composition_8	P11_pers_P1_gp065	69	71
P1_1	P1_1_Composition_8	P11_pers_E4U64_RS27170	69	71
P1_1	P1_1_Composition_8	P11_pers_JR341_RS02315	69	71
P1_1	P1_1_Composition_8	P11_pers_HVV54_RS23555	69	71
P1_1	P1_1_Composition_8	P11_pers_H7U13_gp050	69	71
P1_1	P1_1_Composition_8	P11_pers_CHQ92_RS25335	69	71
P1_1	P1_1_Composition_8	P11_pers_CDC27_RS28060	69	71
P1_1	P1_1_Composition_8	P11_pers_FOZ67_RS24825	69	71
P1_1	P1_1_Composition_8	P11_pers_GIJ02_RS28800	69	71
P1_1	P1_1_Composition_8	P11_pers_GJD95_RS01320	69	71
P1_1	P1_1_Composition_8	P11_pers_H0481_RS23110	69	71
P1_1	P1_1_Composition_8	P11_pers_H7U14_gp52	69	71
P1_1	P1_1_Composition_8	P11_pers_HVX91_RS22940	69	71
P1_1	P1_1_Composition_8	P11_pers_IMQ20_RS23125	69	71
P1_1	P1_1_Composition_8	P11_pers_IMQ22_RS23000	69	71
P1_1	P1_1_Composition_8	P11_pers_IQS19_RS23625	69	71
P1_1	P1_1_Composition_8	P11_pers_RG50_RS25980	69	71
P1_1	P1_1_Composition_8	P11_pers_E4U64_RS27165	69	71
P1_1	P1_1_Composition_10	P11_pers_MS6198_RS27540	69	71
P1_1	P1_1_Composition_10	P11_pers_EPG46_RS24585	69	71
P1_1	P1_1_Composition_10	P11_pers_JSQ77_RS24065	69	71
P1_1	P1_1_Composition_10	P11_pers_AYR02_RS00330	69	71
P1_1	P1_1_Composition_10	P11_pers_EPG46_RS24925	69	71
P1_1	P1_1_Composition_10	P11_pers_FPV29_RS24715	69	71
P1_1	P1_1_Composition_10	P11_pers_C5F72_RS27130	69	71
P1_1	P1_1_Composition_10	P11_pers_FDP43_RS25105	69	71
P1_1	P1_1_Composition_10	P11_pers_HV010_RS23560	69	71
P1_1	P1_1_Composition_10	P11_pers_IMP41_RS22295	69	71
P1_1	P1_1_Composition_10	P11_pers_EOS97_RS25845	69	71
P1_1	P1_1_Composition_10	P11_pers_P1_gp090	69	71
P1_1	P1_1_Composition_10	P11_pers_FH485_RS25890	69	71
P1_1	P1_1_Composition_10	P11_pers_HUU84_RS25225	69	71
P1_1	P1_1_Composition_10	P11_pers_IVP14_RS23255	69	71
P1_1	P1_1_Composition_10	P11_pers_CNQ50_RS26630	69	71
P1_1	P1_1_Composition_10	P11_pers_JLH08_RS26095	69	71
P1_1	P1_1_Composition_10	P11_pers_AYN53_RS24250	69	71
P1_1	P1_1_Composition_10	P11_pers_BB405_RS27235	69	71
P1_1	P1_1_Composition_10	P11_pers_CDC27_RS27880	69	71
P1_1	P1_1_Composition_10	P11_pers_CDC27_RS28235	69	71
P1_1	P1_1_Composition_10	P11_pers_DV102_RS24730	69	71
P1_1	P1_1_Composition_10	P11_pers_DV102_RS24790	69	71
P1_1	P1_1_Composition_10	P11_pers_DXE50_RS01135	69	71
P1_1	P1_1_Composition_10	P11_pers_E1J55_RS24290	69	71
P1_1	P1_1_Composition_10	P11_pers_E1J55_RS24475	69	71
P1_1	P1_1_Composition_10	P11_pers_FDJ53_gp124	69	71
P1_1	P1_1_Composition_10	P11_pers_FDP43_RS24720	69	71
P1_1	P1_1_Composition_10	P11_pers_FH485_RS25695	69	71
P1_1	P1_1_Composition_10	P11_pers_FNZ59_RS24165	69	71
P1_1	P1_1_Composition_10	P11_pers_H5C80_RS27020	69	71
P1_1	P1_1_Composition_10	P11_pers_H7R36_RS25885	69	71
P1_1	P1_1_Composition_10	P11_pers_H7U13_gp008	69	71
P1_1	P1_1_Composition_10	P11_pers_HJD21_RS24015	69	71
P1_1	P1_1_Composition_10	P11_pers_HUU84_RS25410	69	71
P1_1	P1_1_Composition_10	P11_pers_HVY57_RS24015	69	71
P1_1	P1_1_Composition_10	P11_pers_IMQ30_RS22910	69	71
P1_1	P1_1_Composition_10	P11_pers_IN859_RS24110	69	71
P1_1	P1_1_Composition_10	P11_pers_JLH08_RS25770	69	71
P1_1	P1_1_Composition_10	P11_pers_JMV89_RS25470	69	71
P1_1	P1_1_Composition_10	P11_pers_E4U64_RS27005	69	71
P1_1	P1_1_Composition_10	P11_pers_FNZ59_RS23840	69	71
P1_1	P1_1_Composition_10	P11_pers_CSC22_RS26285	69	71
P1_1	P1_1_Composition_10	P11_pers_A9X72_RS25885	69	71
P1_1	P1_1_Composition_10	P11_pers_CA268_RS27000	69	71
P1_1	P1_1_Composition_10	P11_pers_CCS91_RS23595	69	71
P1_1	P1_1_Composition_10	P11_pers_FOZ67_RS24980	69	71
P1_1	P1_1_Composition_10	P11_pers_HJD21_RS24195	69	71
P1_1	P1_1_Composition_10	P11_pers_HZT35_RS29440	69	71
P1_1	P1_1_Composition_10	P11_pers_IMQ58_RS23395	69	71
P1_1	P1_1_Composition_10	P11_pers_IQS19_RS23280	69	71
P1_1	P1_1_Composition_10	P11_pers_P1_gp065	69	71
P1_1	P1_1_Composition_10	P11_pers_E4U64_RS27170	69	71
P1_1	P1_1_Composition_10	P11_pers_JR341_RS02315	69	71
P1_1	P1_1_Composition_10	P11_pers_HVV54_RS23555	69	71
P1_1	P1_1_Composition_10	P11_pers_H7U13_gp050	69	71
P1_1	P1_1_Composition_10	P11_pers_CHQ92_RS25335	69	71
P1_1	P1_1_Composition_10	P11_pers_CDC27_RS28060	69	71
P1_1	P1_1_Composition_10	P11_pers_FOZ67_RS24825	69	71
P1_1	P1_1_Composition_10	P11_pers_GIJ02_RS28800	69	71
P1_1	P1_1_Composition_10	P11_pers_GJD95_RS01320	69	71
P1_1	P1_1_Composition_10	P11_pers_H0481_RS23110	69	71
P1_1	P1_1_Composition_10	P11_pers_H7U14_gp52	69	71
P1_1	P1_1_Composition_10	P11_pers_HVX91_RS22940	69	71
P1_1	P1_1_Composition_10	P11_pers_IMQ20_RS23125	69	71
P1_1	P1_1_Composition_10	P11_pers_IMQ22_RS23000	69	71
P1_1	P1_1_Composition_10	P11_pers_RG50_RS25980	69	71
P1_1	P1_1_Composition_10	P11_pers_E4U64_RS27165	69	71
P1_1	P1_1_Composition_10	P11_pers_HZT35_RS29630	69	71
P1_1	P1_1_Composition_13	P11_pers_MS6198_RS27540	69	71
P1_1	P1_1_Composition_13	P11_pers_EPG46_RS24585	69	71
P1_1	P1_1_Composition_13	P11_pers_IVP14_RS23260	69	71
P1_1	P1_1_Composition_13	P11_pers_JSQ77_RS24065	69	71
P1_1	P1_1_Composition_13	P11_pers_AYR02_RS00330	69	71
P1_1	P1_1_Composition_13	P11_pers_EPG46_RS24925	69	71
P1_1	P1_1_Composition_13	P11_pers_FPV29_RS24715	69	71
P1_1	P1_1_Composition_13	P11_pers_C5F72_RS27130	69	71
P1_1	P1_1_Composition_13	P11_pers_FDP43_RS25105	69	71
P1_1	P1_1_Composition_13	P11_pers_HV010_RS23560	69	71
P1_1	P1_1_Composition_13	P11_pers_IMP41_RS22295	69	71
P1_1	P1_1_Composition_13	P11_pers_EOS97_RS25845	69	71
P1_1	P1_1_Composition_13	P11_pers_P1_gp090	69	71
P1_1	P1_1_Composition_13	P11_pers_FH485_RS25890	69	71
P1_1	P1_1_Composition_13	P11_pers_HUU84_RS25225	69	71
P1_1	P1_1_Composition_13	P11_pers_IVP14_RS23255	69	71
P1_1	P1_1_Composition_13	P11_pers_CNQ50_RS26630	69	71
P1_1	P1_1_Composition_13	P11_pers_AYN53_RS24250	69	71
P1_1	P1_1_Composition_13	P11_pers_BB405_RS27235	69	71
P1_1	P1_1_Composition_13	P11_pers_CDC27_RS27880	69	71
P1_1	P1_1_Composition_13	P11_pers_CDC27_RS28235	69	71
P1_1	P1_1_Composition_13	P11_pers_DV102_RS24730	69	71
P1_1	P1_1_Composition_13	P11_pers_DV102_RS24790	69	71
P1_1	P1_1_Composition_13	P11_pers_DXE50_RS01135	69	71
P1_1	P1_1_Composition_13	P11_pers_E1J55_RS24290	69	71
P1_1	P1_1_Composition_13	P11_pers_E1J55_RS24475	69	71
P1_1	P1_1_Composition_13	P11_pers_FDJ53_gp124	69	71
P1_1	P1_1_Composition_13	P11_pers_FDP43_RS24720	69	71
P1_1	P1_1_Composition_13	P11_pers_FH485_RS25695	69	71
P1_1	P1_1_Composition_13	P11_pers_FNZ59_RS24165	69	71
P1_1	P1_1_Composition_13	P11_pers_H5C80_RS27020	69	71
P1_1	P1_1_Composition_13	P11_pers_H7R36_RS25885	69	71
P1_1	P1_1_Composition_13	P11_pers_H7U13_gp008	69	71
P1_1	P1_1_Composition_13	P11_pers_HJD21_RS24015	69	71
P1_1	P1_1_Composition_13	P11_pers_HUU84_RS25410	69	71
P1_1	P1_1_Composition_13	P11_pers_HVY57_RS24015	69	71
P1_1	P1_1_Composition_13	P11_pers_IMQ30_RS22910	69	71
P1_1	P1_1_Composition_13	P11_pers_IN859_RS24110	69	71
P1_1	P1_1_Composition_13	P11_pers_JLH08_RS25770	69	71
P1_1	P1_1_Composition_13	P11_pers_JMV89_RS25470	69	71
P1_1	P1_1_Composition_13	P11_pers_E4U64_RS27005	69	71
P1_1	P1_1_Composition_13	P11_pers_FNZ59_RS23840	69	71
P1_1	P1_1_Composition_13	P11_pers_CSC22_RS26285	69	71
P1_1	P1_1_Composition_13	P11_pers_A9X72_RS25885	69	71
P1_1	P1_1_Composition_13	P11_pers_CA268_RS27000	69	71
P1_1	P1_1_Composition_13	P11_pers_CCS91_RS23595	69	71
P1_1	P1_1_Composition_13	P11_pers_FOZ67_RS24980	69	71
P1_1	P1_1_Composition_13	P11_pers_HJD21_RS24195	69	71
P1_1	P1_1_Composition_13	P11_pers_HZT35_RS29440	69	71
P1_1	P1_1_Composition_13	P11_pers_IMQ58_RS23395	69	71
P1_1	P1_1_Composition_13	P11_pers_IQS19_RS23280	69	71
P1_1	P1_1_Composition_13	P11_pers_P1_gp065	69	71
P1_1	P1_1_Composition_13	P11_pers_E4U64_RS27170	69	71
P1_1	P1_1_Composition_13	P11_pers_JR341_RS02315	69	71
P1_1	P1_1_Composition_13	P11_pers_HVV54_RS23555	69	71
P1_1	P1_1_Composition_13	P11_pers_H7U13_gp050	69	71
P1_1	P1_1_Composition_13	P11_pers_CHQ92_RS25335	69	71
P1_1	P1_1_Composition_13	P11_pers_CDC27_RS28060	69	71
P1_1	P1_1_Composition_13	P11_pers_FOZ67_RS24825	69	71
P1_1	P1_1_Composition_13	P11_pers_GIJ02_RS28800	69	71
P1_1	P1_1_Composition_13	P11_pers_GJD95_RS01320	69	71
P1_1	P1_1_Composition_13	P11_pers_H0481_RS23110	69	71
P1_1	P1_1_Composition_13	P11_pers_H7U14_gp52	69	71
P1_1	P1_1_Composition_13	P11_pers_HVX91_RS22940	69	71
P1_1	P1_1_Composition_13	P11_pers_IMQ20_RS23125	69	71
P1_1	P1_1_Composition_13	P11_pers_IMQ22_RS23000	69	71
P1_1	P1_1_Composition_13	P11_pers_IQS19_RS23625	69	71
P1_1	P1_1_Composition_13	P11_pers_RG50_RS25980	69	71
P1_1	P1_1_Composition_13	P11_pers_E4U64_RS27165	69	71
P1_1	P1_1_Composition_23	P11_pers_MS6198_RS27540	69	71
P1_1	P1_1_Composition_23	P11_pers_EPG46_RS24585	69	71
P1_1	P1_1_Composition_23	P11_pers_IVP14_RS23260	69	71
P1_1	P1_1_Composition_23	P11_pers_JSQ77_RS24065	69	71
P1_1	P1_1_Composition_23	P11_pers_AYR02_RS00330	69	71
P1_1	P1_1_Composition_23	P11_pers_EPG46_RS24925	69	71
P1_1	P1_1_Composition_23	P11_pers_FPV29_RS24715	69	71
P1_1	P1_1_Composition_23	P11_pers_C5F72_RS27130	69	71
P1_1	P1_1_Composition_23	P11_pers_FDP43_RS25105	69	71
P1_1	P1_1_Composition_23	P11_pers_HV010_RS23560	69	71
P1_1	P1_1_Composition_23	P11_pers_IMP41_RS22295	69	71
P1_1	P1_1_Composition_23	P11_pers_EOS97_RS25845	69	71
P1_1	P1_1_Composition_23	P11_pers_P1_gp090	69	71
P1_1	P1_1_Composition_23	P11_pers_FH485_RS25890	69	71
P1_1	P1_1_Composition_23	P11_pers_HUU84_RS25225	69	71
P1_1	P1_1_Composition_23	P11_pers_IVP14_RS23255	69	71
P1_1	P1_1_Composition_23	P11_pers_CNQ50_RS26630	69	71
P1_1	P1_1_Composition_23	P11_pers_JLH08_RS26095	69	71
P1_1	P1_1_Composition_23	P11_pers_AYN53_RS24250	69	71
P1_1	P1_1_Composition_23	P11_pers_BB405_RS27235	69	71
P1_1	P1_1_Composition_23	P11_pers_CDC27_RS27880	69	71
P1_1	P1_1_Composition_23	P11_pers_CDC27_RS28235	69	71
P1_1	P1_1_Composition_23	P11_pers_DV102_RS24730	69	71
P1_1	P1_1_Composition_23	P11_pers_DV102_RS24790	69	71
P1_1	P1_1_Composition_23	P11_pers_DXE50_RS01135	69	71
P1_1	P1_1_Composition_23	P11_pers_E1J55_RS24290	69	71
P1_1	P1_1_Composition_23	P11_pers_E1J55_RS24475	69	71
P1_1	P1_1_Composition_23	P11_pers_FDJ53_gp124	69	71
P1_1	P1_1_Composition_23	P11_pers_FDP43_RS24720	69	71
P1_1	P1_1_Composition_23	P11_pers_FH485_RS25695	69	71
P1_1	P1_1_Composition_23	P11_pers_FNZ59_RS24165	69	71
P1_1	P1_1_Composition_23	P11_pers_H5C80_RS27020	69	71
P1_1	P1_1_Composition_23	P11_pers_H7R36_RS25885	69	71
P1_1	P1_1_Composition_23	P11_pers_H7U13_gp008	69	71
P1_1	P1_1_Composition_23	P11_pers_HJD21_RS24015	69	71
P1_1	P1_1_Composition_23	P11_pers_HUU84_RS25410	69	71
P1_1	P1_1_Composition_23	P11_pers_HVY57_RS24015	69	71
P1_1	P1_1_Composition_23	P11_pers_IMQ30_RS22910	69	71
P1_1	P1_1_Composition_23	P11_pers_IN859_RS24110	69	71
P1_1	P1_1_Composition_23	P11_pers_JLH08_RS25770	69	71
P1_1	P1_1_Composition_23	P11_pers_JMV89_RS25470	69	71
P1_1	P1_1_Composition_23	P11_pers_E4U64_RS27005	69	71
P1_1	P1_1_Composition_23	P11_pers_FNZ59_RS23840	69	71
P1_1	P1_1_Composition_23	P11_pers_CSC22_RS26285	69	71
P1_1	P1_1_Composition_23	P11_pers_A9X72_RS25885	69	71
P1_1	P1_1_Composition_23	P11_pers_CA268_RS27000	69	71
P1_1	P1_1_Composition_23	P11_pers_CCS91_RS23595	69	71
P1_1	P1_1_Composition_23	P11_pers_FOZ67_RS24980	69	71
P1_1	P1_1_Composition_23	P11_pers_HJD21_RS24195	69	71
P1_1	P1_1_Composition_23	P11_pers_HZT35_RS29440	69	71
P1_1	P1_1_Composition_23	P11_pers_IMQ58_RS23395	69	71
P1_1	P1_1_Composition_23	P11_pers_IQS19_RS23280	69	71
P1_1	P1_1_Composition_23	P11_pers_P1_gp065	69	71
P1_1	P1_1_Composition_23	P11_pers_E4U64_RS27170	69	71
P1_1	P1_1_Composition_23	P11_pers_JR341_RS02315	69	71
P1_1	P1_1_Composition_23	P11_pers_HVV54_RS23555	69	71
P1_1	P1_1_Composition_23	P11_pers_H7U13_gp050	69	71
P1_1	P1_1_Composition_23	P11_pers_CHQ92_RS25335	69	71
P1_1	P1_1_Composition_23	P11_pers_CDC27_RS28060	69	71
P1_1	P1_1_Composition_23	P11_pers_FOZ67_RS24825	69	71
P1_1	P1_1_Composition_23	P11_pers_GIJ02_RS28800	69	71
P1_1	P1_1_Composition_23	P11_pers_GJD95_RS01320	69	71
P1_1	P1_1_Composition_23	P11_pers_H0481_RS23110	69	71
P1_1	P1_1_Composition_23	P11_pers_H7U14_gp52	69	71
P1_1	P1_1_Composition_23	P11_pers_HVX91_RS22940	69	71
P1_1	P1_1_Composition_23	P11_pers_IMQ20_RS23125	69	71
P1_1	P1_1_Composition_23	P11_pers_IMQ22_RS23000	69	71
P1_1	P1_1_Composition_23	P11_pers_RG50_RS25980	69	71
P1_1	P1_1_Composition_23	P11_pers_E4U64_RS27165	69	71
P1_1	P1_1_Composition_41	P11_pers_MS6198_RS27540	69	71
P1_1	P1_1_Composition_41	P11_pers_EPG46_RS24585	69	71
P1_1	P1_1_Composition_41	P11_pers_IVP14_RS23260	69	71
P1_1	P1_1_Composition_41	P11_pers_JSQ77_RS24065	69	71
P1_1	P1_1_Composition_41	P11_pers_EPG46_RS24925	69	71
P1_1	P1_1_Composition_41	P11_pers_FPV29_RS24715	69	71
P1_1	P1_1_Composition_41	P11_pers_C5F72_RS27130	69	71
P1_1	P1_1_Composition_41	P11_pers_FDP43_RS25105	69	71
P1_1	P1_1_Composition_41	P11_pers_HV010_RS23560	69	71
P1_1	P1_1_Composition_41	P11_pers_IMP41_RS22295	69	71
P1_1	P1_1_Composition_41	P11_pers_EOS97_RS25845	69	71
P1_1	P1_1_Composition_41	P11_pers_P1_gp090	69	71
P1_1	P1_1_Composition_41	P11_pers_FH485_RS25890	69	71
P1_1	P1_1_Composition_41	P11_pers_HUU84_RS25225	69	71
P1_1	P1_1_Composition_41	P11_pers_IVP14_RS23255	69	71
P1_1	P1_1_Composition_41	P11_pers_CNQ50_RS26630	69	71
P1_1	P1_1_Composition_41	P11_pers_JLH08_RS26095	69	71
P1_1	P1_1_Composition_41	P11_pers_AYN53_RS24250	69	71
P1_1	P1_1_Composition_41	P11_pers_BB405_RS27235	69	71
P1_1	P1_1_Composition_41	P11_pers_CDC27_RS27880	69	71
P1_1	P1_1_Composition_41	P11_pers_CDC27_RS28235	69	71
P1_1	P1_1_Composition_41	P11_pers_DV102_RS24730	69	71
P1_1	P1_1_Composition_41	P11_pers_DV102_RS24790	69	71
P1_1	P1_1_Composition_41	P11_pers_DXE50_RS01135	69	71
P1_1	P1_1_Composition_41	P11_pers_E1J55_RS24290	69	71
P1_1	P1_1_Composition_41	P11_pers_E1J55_RS24475	69	71
P1_1	P1_1_Composition_41	P11_pers_FDJ53_gp124	69	71
P1_1	P1_1_Composition_41	P11_pers_FDP43_RS24720	69	71
P1_1	P1_1_Composition_41	P11_pers_FH485_RS25695	69	71
P1_1	P1_1_Composition_41	P11_pers_FNZ59_RS24165	69	71
P1_1	P1_1_Composition_41	P11_pers_H5C80_RS27020	69	71
P1_1	P1_1_Composition_41	P11_pers_H7R36_RS25885	69	71
P1_1	P1_1_Composition_41	P11_pers_H7U13_gp008	69	71
P1_1	P1_1_Composition_41	P11_pers_HJD21_RS24015	69	71
P1_1	P1_1_Composition_41	P11_pers_HUU84_RS25410	69	71
P1_1	P1_1_Composition_41	P11_pers_HVY57_RS24015	69	71
P1_1	P1_1_Composition_41	P11_pers_IMQ30_RS22910	69	71
P1_1	P1_1_Composition_41	P11_pers_IN859_RS24110	69	71
P1_1	P1_1_Composition_41	P11_pers_JLH08_RS25770	69	71
P1_1	P1_1_Composition_41	P11_pers_JMV89_RS25470	69	71
P1_1	P1_1_Composition_41	P11_pers_E4U64_RS27005	69	71
P1_1	P1_1_Composition_41	P11_pers_FNZ59_RS23840	69	71
P1_1	P1_1_Composition_41	P11_pers_CSC22_RS26285	69	71
P1_1	P1_1_Composition_41	P11_pers_A9X72_RS25885	69	71
P1_1	P1_1_Composition_41	P11_pers_CA268_RS27000	69	71
P1_1	P1_1_Composition_41	P11_pers_CCS91_RS23595	69	71
P1_1	P1_1_Composition_41	P11_pers_FOZ67_RS24980	69	71
P1_1	P1_1_Composition_41	P11_pers_HJD21_RS24195	69	71
P1_1	P1_1_Composition_41	P11_pers_HZT35_RS29440	69	71
P1_1	P1_1_Composition_41	P11_pers_IQS19_RS23280	69	71
P1_1	P1_1_Composition_41	P11_pers_P1_gp065	69	71
P1_1	P1_1_Composition_41	P11_pers_E4U64_RS27170	69	71
P1_1	P1_1_Composition_41	P11_pers_JR341_RS02315	69	71
P1_1	P1_1_Composition_41	P11_pers_HVV54_RS23555	69	71
P1_1	P1_1_Composition_41	P11_pers_H7U13_gp050	69	71
P1_1	P1_1_Composition_41	P11_pers_CHQ92_RS25335	69	71
P1_1	P1_1_Composition_41	P11_pers_CDC27_RS28060	69	71
P1_1	P1_1_Composition_41	P11_pers_FOZ67_RS24825	69	71
P1_1	P1_1_Composition_41	P11_pers_GIJ02_RS28800	69	71
P1_1	P1_1_Composition_41	P11_pers_GJD95_RS01320	69	71
P1_1	P1_1_Composition_41	P11_pers_H0481_RS23110	69	71
P1_1	P1_1_Composition_41	P11_pers_H7U14_gp52	69	71
P1_1	P1_1_Composition_41	P11_pers_HVX91_RS22940	69	71
P1_1	P1_1_Composition_41	P11_pers_IMQ20_RS23125	69	71
P1_1	P1_1_Composition_41	P11_pers_IMQ22_RS23000	69	71
P1_1	P1_1_Composition_41	P11_pers_IQS19_RS23625	69	71
P1_1	P1_1_Composition_41	P11_pers_RG50_RS25980	69	71
P1_1	P1_1_Composition_41	P11_pers_E4U64_RS27165	69	71
P1_1	P1_1_Composition_41	P11_pers_HZT35_RS29630	69	71
P1_1	P1_1_Composition_52	P11_pers_MS6198_RS27540	69	71
P1_1	P1_1_Composition_52	P11_pers_EPG46_RS24585	69	71
P1_1	P1_1_Composition_52	P11_pers_IVP14_RS23260	69	71
P1_1	P1_1_Composition_52	P11_pers_JSQ77_RS24065	69	71
P1_1	P1_1_Composition_52	P11_pers_AYR02_RS00330	69	71
P1_1	P1_1_Composition_52	P11_pers_EPG46_RS24925	69	71
P1_1	P1_1_Composition_52	P11_pers_FPV29_RS24715	69	71
P1_1	P1_1_Composition_52	P11_pers_C5F72_RS27130	69	71
P1_1	P1_1_Composition_52	P11_pers_FDP43_RS25105	69	71
P1_1	P1_1_Composition_52	P11_pers_HV010_RS23560	69	71
P1_1	P1_1_Composition_52	P11_pers_IMP41_RS22295	69	71
P1_1	P1_1_Composition_52	P11_pers_EOS97_RS25845	69	71
P1_1	P1_1_Composition_52	P11_pers_P1_gp090	69	71
